Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/Linux_Roversim/IMG/robocam_2017_08_20_01_59_12_472.jpg;0;0;1;0;99.66999;85.58897;0.0002359015;56.82556;-3.314796E-07
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/Linux_Roversim/IMG/robocam_2017_08_20_01_59_12_494.jpg;0;0;0;0;99.66999;85.58897;0.0002359319;56.82556;-4.337589E-07
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/Linux_Roversim/IMG/robocam_2017_08_20_01_59_12_541.jpg;0;0;0;0;99.66999;85.58897;0.0002359885;56.82556;-2.498685E-07
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/Linux_Roversim/IMG/robocam_2017_08_20_01_59_12_607.jpg;0;0;0;0;99.66999;85.58897;0.0002360451;56.82556;-6.598455E-08
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/Linux_Roversim/IMG/robocam_2017_08_20_01_59_12_675.jpg;0;0;0;0;99.66999;85.58897;0.0002360451;56.82556;-6.598455E-08
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/Linux_Roversim/IMG/robocam_2017_08_20_01_59_12_742.jpg;0;0;0;0;99.66999;85.58897;0.0002360146;56.82556;3.629476E-08
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/Linux_Roversim/IMG/robocam_2017_08_20_01_59_12_808.jpg;0;0;0;0;99.66999;85.58897;0.0002360603;56.82556;-1.171242E-07
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/Linux_Roversim/IMG/robocam_2017_08_20_01_59_12_876.jpg;0;0;0;0;99.66999;85.58897;0.0002360451;56.82556;-6.598455E-08
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/Linux_Roversim/IMG/robocam_2017_08_20_01_59_12_941.jpg;0;0;0;0;99.66999;85.58897;0.0002360908;56.82556;-2.194035E-07
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/Linux_Roversim/IMG/robocam_2017_08_20_01_59_13_007.jpg;0;0;0;0;99.66999;85.58897;0.0002360451;56.82556;-6.598455E-08
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/Linux_Roversim/IMG/robocam_2017_08_20_01_59_13_074.jpg;0;0;0;0;99.66999;85.58897;0.0002360908;56.82556;-2.194035E-07
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/Linux_Roversim/IMG/robocam_2017_08_20_01_59_13_141.jpg;0;0;0;0;99.66999;85.58897;0.0002360299;56.82556;-1.48449E-08
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/Linux_Roversim/IMG/robocam_2017_08_20_01_59_13_209.jpg;0;0;0;0;99.66999;85.58897;0.0002360756;56.82556;-1.682639E-07
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/Linux_Roversim/IMG/robocam_2017_08_20_01_59_13_276.jpg;0;0;0;0;99.66999;85.58897;0.0002360299;56.82556;-1.48449E-08
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/Linux_Roversim/IMG/robocam_2017_08_20_01_59_13_341.jpg;0;0;0;0;99.66999;85.58897;0.0002360603;56.82556;-1.171242E-07
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/Linux_Roversim/IMG/robocam_2017_08_20_01_59_13_408.jpg;4.013829;0;0;0;99.66999;85.58897;0.0002364064;57.42828;-1.868014E-06
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/Linux_Roversim/IMG/robocam_2017_08_20_01_59_13_476.jpg;8.01271;0;0;0;99.66999;85.58897;0.0002359635;58.6306;-6.62503E-06
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/Linux_Roversim/IMG/robocam_2017_08_20_01_59_13_549.jpg;12.07728;0;0;0;99.66999;85.58897;0.00023507;61.29131;-1.557944E-05
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/Linux_Roversim/IMG/robocam_2017_08_20_01_59_13_608.jpg;8.081574;0;0;0;99.66999;85.58897;0.0002336808;62.84459;-2.003172E-05
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/Linux_Roversim/IMG/robocam_2017_08_20_01_59_13_678.jpg;4.114079;0;0;0;99.66999;85.58897;0.0002343691;64.07315;-2.098333E-05
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/Linux_Roversim/IMG/robocam_2017_08_20_01_59_13_741.jpg;0;0;0;0;99.66999;85.58897;0.000235321;64.19061;-1.8017E-05
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/Linux_Roversim/IMG/robocam_2017_08_20_01_59_13_807.jpg;0;0;0;0;99.66999;85.58897;0.0002351618;64.19061;-1.493307E-05
